,City,Names,Bed,Bath,Area,Rating,location,petsallowed,pool,fitnessCenter,gated,grill,closet,washerdryer,countertops,access,Rent
138,denton,3520 Brentwood Dr,2 ,2.5 ,"1,500 ",?,"3520 Brentwood Dr,
                Denton,
                
TX
76207",0,0,0,0,0,0,0,0,0,"2,280"
139,denton,1809 Spinnaker Dr,3 ,2 ,"1,874 ",?,"1809 Spinnaker Dr,
                Denton,
                
TX
76210",0,0,0,0,0,1,0,0,0,"2,400"
140,denton,1409 Black Oak Dr,4 ,2 ,"1,774 ",?,"1409 Black Oak Dr,
                Denton,
                
TX
76209",0,0,0,0,0,0,0,0,0,"2,195"
141,denton,8708 Seven Oaks Ln,3 ,2 ,"1,507 ",?,"8708 Seven Oaks Ln,
                Denton,
                
TX
76210",0,0,0,0,0,0,0,0,0,"1,900"
142,denton,5017 Spyglass Ln,5 ,3.5 ,"3,921 ",?,"5017 Spyglass Ln,
                Denton,
                
TX
76208",0,0,0,0,0,0,0,0,0,"2,700"
143,denton,3000 Montebello Drive,3 ,2 ,"2,045 ",?,"3000 Montebello Drive,
                Denton,
                
TX
76210",0,0,0,0,0,1,0,1,0,"2,650"
144,denton,1804 Spinnaker Dr,3 ,2 ,"2,033 ",?,"1804 Spinnaker Dr,
                Denton,
                
TX
76210",0,0,0,0,0,0,0,0,0,"2,600"
145,denton,3725 Logan Dr,4 ,2 ,"1,698 ",?,"3725 Logan Dr,
                Denton,
                
TX
76207",0,0,0,0,0,0,1,0,0,"2,400"
146,denton,904 Duncan St,3 ,2 ,"1,594 ",?,"904 Duncan St,
                Denton,
                
TX
76205",0,0,0,0,0,0,0,0,0,"1,900"
147,denton,2310 Birchbrook Ct,4 ,2 ,"1,480 ",?,"2310 Birchbrook Ct,
                Denton,
                
TX
76205",0,0,0,0,0,0,0,0,0,"2,000"
148,denton,5425 Dolores Pl,3 ,2 ,"1,475 ",?,"5425 Dolores Pl,
                Denton,
                
TX
76208",0,0,0,0,0,0,0,0,0,"2,000"
149,denton,5521 Dolores Pl,3 ,2.5 ,"1,475 ",?,"5521 Dolores Pl,
                Denton,
                
TX
76208",0,0,0,0,0,0,1,0,0,"1,950"
150,denton,1108 Neff St Unit 3,1 ,1 ,400 ,?,"1108 Neff St,
                Denton,
                
TX
76201",0,?,?,?,?,?,?,?,?,925
151,denton,2609 Pinto Dr,3 ,2 ,"2,272 ",?,"2609 Pinto Dr,
                Denton,
                
TX
76210",0,0,0,0,0,1,0,0,0,"2,500"
152,denton,1108 N Elm St Unit 1,1 ,1 ,705 ,?,"1108 N Elm St,
                Denton,
                
TX
76201",0,0,0,0,0,0,0,0,0,950
153,denton,3409 Cricket Dr,2 ,2.5 ,"1,468 ",?,"3409 Cricket Dr,
                Denton,
                
TX
76207",0,0,0,0,0,1,1,0,0,"2,000"
154,denton,406 W Highland St,1 ,1 ,562 ,?,"406 W Highland St,
                Denton,
                
TX
76201",?,0,0,0,0,0,0,0,0,"1,250"
155,denton,415 N Ruddell St,4 ,2 ,"1,480 ",?,"415 N Ruddell St,
                Denton,
                
TX
76209",0,0,0,0,0,0,0,0,0,"1,850"
156,denton,3800 Titan Trail,3 ,1.5 ,"1,034 ",?,"3800 Titan Trail,
                Denton,
                
TX
76209",0,0,0,0,0,0,0,0,0,"1,500"
157,denton,117 S Elm St,1 ,1 ,"1,632 ",?,"117 S Elm St,
                Denton,
                
TX
76201",0,0,0,0,0,0,1,0,0,"2,600"
158,denton,4713 Fox Sedge Ln,3 ,2 ,"1,885 ",?,"4713 Fox Sedge Ln,
                Denton,
                
TX
76208",0,0,0,0,0,0,0,0,0,"2,200"
159,denton,3917 Madison Ln,5 ,3 ,"2,494 ",?,"3917 Madison Ln,
                Denton,
                
TX
76208",0,0,0,0,0,0,0,0,0,"2,980"
160,denton,718 Frame St,3 ,2 ,"1,275 ",?,"718 Frame St,
                Denton,
                
TX
76209",?,0,0,0,0,0,0,1,0,"1,900"
161,denton,929 W Hickory St Unit A-11,2 ,2.5 ,"1,008 ",?,"929 W Hickory St,
                Denton,
                
TX
76201",0,0,0,0,0,0,0,0,0,"1,550"
162,denton,2716 Moncayo Dr,3 ,2 ,"1,608 ",?,"2716 Moncayo Dr,
                Denton,
                
TX
76209",0,0,0,0,0,0,0,0,0,"2,100"
163,denton,1908 Jasmine St,4 ,2.5 ,"1,816 ",?,"1908 Jasmine St,
                Denton,
                
TX
76205",0,0,0,0,0,0,0,0,0,"2,050"
164,denton,721 Alexander St,3 ,2 ,"1,104 ",?,"721 Alexander St,
                Denton,
                
TX
76205",?,0,0,0,0,0,0,0,0,"1,695"
165,denton,3920 Winston Dr,3 ,2 ,"1,789 ",?,"3920 Winston Dr,
                Denton,
                
TX
76210",0,0,0,0,0,0,0,0,0,"2,200"
166,denton,3600 Lakeview Blvd,5 ,4.5 ,"3,534 ",?,"3600 Lakeview Blvd,
                Denton,
                
TX
76208",0,0,0,0,0,0,0,0,0,"4,000"
167,denton,1203 Peak St,3 ,1.5 ,"1,156 ",?,"1203 Peak St,
                Denton,
                
TX
76201",?,0,0,0,0,0,0,0,0,"1,695"
168,denton,5304 Whiting Way,3 ,2 ,"1,528 ",?,"5304 Whiting Way,
                Denton,
                
TX
76208",0,0,0,0,0,0,0,0,0,"2,095"
169,denton,1110 Wilson St,1 ,1 ,616 ,?,"1110 Wilson St,
                Denton,
                
TX
76205",0,?,?,?,?,?,?,?,?,"1,150"
170,denton,1026 Thomas St,3 ,1.5 ,"1,900 ",?,"1026 Thomas St,
                Denton,
                
TX
76201",?,0,0,0,0,0,0,0,0,"2,200"
171,denton,1907 Camden Ct,2 ,1.5 ,"1,115 ",?,"1907 Camden Ct,
                Denton,
                
TX
76205",0,0,0,0,0,0,0,0,0,"1,300"
172,denton,3025 Montclair Pl,3 ,2 ,"1,171 ",?,"3025 Montclair Pl,
                Denton,
                
TX
76209",0,?,?,?,?,?,?,?,?,"1,885"
173,denton,2708 Weslayan Dr,4 ,2 ,"1,955 ",?,"2708 Weslayan Dr,
                Denton,
                
TX
76210",0,0,0,0,0,0,0,0,0,"2,450"
174,denton,5049 Golden Cir,4 ,3 ,"3,640 ",?,"5049 Golden Cir,
                Denton,
                
TX
76208",0,0,0,0,0,1,0,0,0,"3,750"
175,denton,5817 Marsh Rail Dr,4 ,2 ,"1,772 ",?,"5817 Marsh Rail Dr,
                Denton,
                
TX
76208",0,0,0,0,0,1,0,0,0,"2,250"
176,denton,102 Bentwood Ct,1 ,1 ,900 ,?,"102 Bentwood Ct,
                Denton,
                
TX
76210",0,0,0,0,0,0,0,0,0,"1,250"
177,denton,820 Rose St,3 ,2 ,"1,817 ",?,"820 Rose St,
                Denton,
                
TX
76209",?,0,0,0,0,0,0,0,0,"1,795"
178,denton,5403 Green Ivy Rd,3 ,2 ,"1,653 ",?,"5403 Green Ivy Rd,
                Denton,
                
TX
76210",0,0,0,0,0,0,0,0,0,"2,200"
179,denton,1114 Oakwood Dr,3 ,2 ,"1,123 ",?,"1114 Oakwood Dr,
                Denton,
                
TX
76205",0,0,0,0,0,0,1,0,0,"1,650"
180,denton,1004 W Hickory St,1 ,1 ,550 ,?,"1004 W Hickory St,
                Denton,
                
TX
76201",?,0,0,0,0,0,0,0,0,"1,300"
181,denton,6289 Desert Holly Way,4 ,2.5 ,"2,729 ",?,"6289 Desert Holly Way,
                Denton,
                
TX
76208",0,0,0,0,0,0,0,0,0,"2,400"
182,denton,9512 Lindenwood Trail,2 ,2 ,"1,196 ",?,"9512 Lindenwood Trail,
                Denton,
                
TX
76207",0,0,0,0,0,0,1,0,0,"3,000"
183,denton,3787 Centenary Dr,3 ,2 ,"1,829 ",?,"3787 Centenary Dr,
                Denton,
                
TX
76210",0,0,0,0,0,0,0,0,0,"2,300"
184,denton,1504 Canvas Wy,4 ,2.5 ,"1,967 ",?,"1504 Canvas Wy,
                Denton,
                
TX
76205",0,0,0,0,0,0,0,0,0,"3,390"
185,denton,1605 Canvas Wy,3 ,2.5 ,"1,462 ",?,"1605 Canvas Wy,
                Denton,
                
TX
76205",0,0,0,0,0,0,0,0,0,"2,885"
186,denton,1722 Stonegate Dr,3 ,3 ,"1,989 ",?,"1722 Stonegate Dr,
                Denton,
                
TX
76205",0,0,0,0,0,0,0,0,0,"2,395"
187,denton,905 Summer Stream Rd,3 ,2 ,"1,578 ",?,"905 Summer Stream Rd,
                Denton,
                
TX
76207",0,0,0,0,0,0,0,0,0,"1,895"
188,denton,3513 Villanova Dr,3 ,2 ,"2,142 ",?,"3513 Villanova Dr,
                Denton,
                
TX
76210",0,0,0,0,0,1,0,1,0,"2,495"
189,denton,1112 Autumn Oak Dr,3 ,2 ,"1,232 ",?,"1112 Autumn Oak Dr,
                Denton,
                
TX
76209",0,0,0,0,0,0,0,0,0,"1,799"
190,denton,216 Maple St,1 ,1 ,600 ,?,"216 Maple St,
                Denton,
                
TX
76201",0,0,0,0,0,0,0,0,0,"1,250"
191,denton,2512 Rugby Ln,2 ,2 ,"1,166 ",?,"2512 Rugby Ln,
                Denton,
                
TX
76209",0,0,0,0,0,0,0,0,0,"1,950"
192,denton,2425 louise St Unit 1,1 ,1 ,510 ,?,"2425 louise St,
                denton,
                
TX
76201",0,?,?,?,?,?,?,?,?,950
193,denton,403 Bryan St Unit 107,2 ,1 ,650 ,?,"403 Bryan St,
                Denton,
                
TX
76201",0,?,?,?,?,?,?,?,?,950
194,denton,218 N Texas Blvd Unit 309,2 ,2 ,955 ,?,"218 N Texas Blvd,
                Denton,
                
TX
76201",0,?,?,?,?,?,?,?,?,"1,500"
195,denton,2425 Louise St,1 ,1 ,510 ,?,"2425 Louise St,
                Denton,
                
TX
76201",0,?,?,?,?,?,?,?,?,950
196,denton,116 Hann St Unit 1,1 ,1 ,550 ,?,"116 Hann St,
                Denton,
                
TX
76201",0,0,0,0,0,0,1,0,0,"1,250"
197,denton,4600 Hammerstein Blvd,4 ,2 ,"2,375 ",?,"4600 Hammerstein Blvd,
                Denton,
                
TX
76210",0,0,0,0,0,0,0,0,0,"3,295"
198,denton,6709 Roaring Creek,3 ,2 ,"2,161 ",?,"6709 Roaring Creek,
                Bartonville,
                
TX
76226",0,0,0,0,0,1,0,0,0,"2,645"
199,denton,2160 Crockett Dr,5 ,2.5 ,"3,206 ",?,"2160 Crockett Dr,
                Corinth,
                
TX
76210",0,0,0,0,0,0,0,0,0,"3,081"
200,denton,5312 Sea Cove Ln,3 ,3 ,"2,617 ",?,"5312 Sea Cove Ln,
                Corinth,
                
TX
76208",0,0,0,0,0,0,0,0,0,"2,250"
201,denton,700 Cypress St,2 ,1 ,824 ,?,"700 Cypress St,
                Argyle,
                
TX
76226",?,0,0,0,0,0,0,0,0,"1,550"
202,denton,3112 Blue Jay Dr,3 ,2 ,"2,002 ",?,"3112 Blue Jay Dr,
                Corinth,
                
TX
76210",0,0,0,0,0,0,0,0,0,"2,435"
203,denton,8744 Dayton Dr,4 ,2 ,"2,036 ",?,"8744 Dayton Dr,
                Lantana,
                
TX
76226",0,0,0,0,0,0,0,0,0,"3,050"
204,denton,1821 Vintage Dr,3 ,2 ,"2,171 ",?,"1821 Vintage Dr,
                Corinth,
                
TX
76210",0,0,0,0,0,0,0,0,0,"3,000"
205,denton,9505 Toledo Bend Dr,3 ,2 ,"2,018 ",?,"9505 Toledo Bend Dr,
                Argyle,
                
TX
76226",0,0,0,0,0,0,0,0,0,"2,500"
206,denton,2202 Barton Springs Dr,3 ,2.5 ,"1,882 ",?,"2202 Barton Springs Dr,
                Corinth,
                
TX
76210",0,0,0,0,0,0,0,0,0,"2,100"
207,denton,1504 Misty Glen,4 ,2 ,"1,643 ",?,"1504 Misty Glen,
                Corinth,
                
TX
76210",0,0,0,0,0,0,0,1,0,"2,275"
208,denton,4308 Vinyard Way,4 ,2 ,"2,125 ",?,"4308 Vinyard Way,
                Argyle,
                
TX
76226",0,0,0,0,0,0,0,0,0,"2,495"
209,denton,4501 Claret Ct,3 ,2 ,"1,860 ",?,"4501 Claret Ct,
                Argyle,
                
TX
76226",0,0,0,0,0,0,0,0,0,"1,995"
210,denton,1515 Marbellas Ct,4 ,2.5 ,"2,400 ",?,"1515 Marbellas Ct,
                Corinth,
                
TX
76210",0,0,0,0,0,1,0,0,0,"4,100"
211,denton,1236 Wilson Dr,4 ,3.5 ,"3,516 ",?,"1236 Wilson Dr,
                Argyle,
                
TX
76226",0,0,0,0,0,0,0,0,0,"4,500"
212,denton,313 Denton St E,3 ,2.5 ,"1,618 ",?,"313 Denton St E,
                Argyle,
                
TX
76226",0,0,0,0,0,0,0,0,0,"2,750"
213,denton,5604 Parkplace Dr,3 ,2 ,"2,146 ",?,"5604 Parkplace Dr,
                Argyle,
                
TX
76226",0,0,0,0,0,0,0,0,0,"2,695"
214,denton,6428 Meandering Creek Dr,3 ,2 ,"2,048 ",?,"6428 Meandering Creek Dr,
                Argyle,
                
TX
76226",0,0,0,0,0,0,0,0,0,"2,800"
215,denton,4520 Shagbark Dr,3 ,2 ,"2,020 ",?,"4520 Shagbark Dr,
                Argyle,
                
TX
76226",0,0,0,0,0,0,0,0,0,"2,400"
216,denton,5004 Stillhouse Hollow Ln,4 ,2 ,"2,303 ",?,"5004 Stillhouse Hollow Ln,
                Argyle,
                
TX
76226",0,0,0,0,0,0,0,0,0,"3,500"
217,denton,1609 Canary Ln,3 ,2 ,"2,040 ",?,"1609 Canary Ln,
                Bartonville,
                
TX
76226",0,0,0,0,0,1,0,1,0,"3,000"
218,denton,930 Montgomery Way,3 ,2 ,"1,706 ",?,"930 Montgomery Way,
                Argyle,
                
TX
76226",0,0,0,0,0,0,0,0,0,"3,000"
219,denton,1416 Country Club Rd,5 ,4 ,"3,800 ",?,"1416 Country Club Rd,
                Argyle,
                
TX
76226",?,0,0,0,0,0,0,0,0,"5,450"
220,denton,6709 Roaring Creek,3 ,2 ,"2,161 ",?,"6709 Roaring Creek,
                Bartonville,
                
TX
76226",0,0,0,0,0,1,0,0,0,"2,645"
221,denton,1410 Park Palisades Dr,3 ,2 ,"1,592 ",?,"1410 Park Palisades Dr,
                Corinth,
                
TX
76210",0,?,?,?,?,?,?,?,?,"1,995"
222,denton,2239 Berniece Jones Rd Unit 1,3 ,2 ,"1,897 ",?,"2239 Berniece Jones Rd,
                Argyle,
                
TX
76226",0,0,0,0,0,0,0,0,0,"2,400"
223,denton,"2 br, 1 bath House - 2109 N Elm St",2 ,1 ,"1,175 ",?,"2109 N Elm St,
                Denton,
                
TX
76201",?,?,?,?,?,?,?,?,?,"1,695"
224,denton,"2 br, 2.5 bath House - 929 Hickory St. # 17",2 ,2.5 ,"1,047 ",?,"929 W Hickory St,
                Denton,
                
TX
76201",?,?,?,?,?,?,?,?,?,"1,700"
225,denton,8308 Swan Park Dr,3 ,2 ,"1,647 ",?,"8308 Swan Park Dr,
                Denton,
                
TX
76210",?,?,?,?,?,?,?,?,?,"1,935"
226,denton,130 Springtree St,4 ,2 ,"2,110 ",?,"130 Springtree St,
                Denton,
                
TX
76209",?,?,?,?,?,?,?,?,?,"2,430"
227,denton,3301 Doris Dr,4 ,2.5 ,"2,839 ",?,"3301 Doris Dr,
                Denton,
                
TX
76207",?,?,?,?,?,?,?,?,?,"2,655"
228,denton,1401 Carrigan Ln,3 ,2 ,"1,532 ",?,"1401 Carrigan Ln,
                Denton,
                
TX
76207",?,?,?,?,?,?,?,?,?,"2,790"
229,denton,1803 Willowwood St,3 ,1 ,"1,341 ",?,"1803 Willowwood St,
                Denton,
                
TX
76205",?,?,?,?,?,?,?,?,?,"1,800"
230,denton,612 London place,2 ,1 ,750 ,?,"612 Londonderry Ln,
                Denton,
                
TX
76205",?,0,0,0,0,0,0,0,0,"1,250"
231,dallas,3313 Gardenview Cir,2 ,1.5 ,"1,188 ",?,"3313 Gardenview Cir,
                Denton,
                
TX
76207",?,?,?,?,?,?,?,?,?,"1,575"
232,dallas,3209 Bent Creek Dr,3 ,2 ,"1,380 ",?,"3209 Bent Creek Dr,
                Denton,
                
TX
76210",?,?,?,?,?,?,?,?,?,"2,035"
233,dallas,"1 br, 1 bath House - 2306 W Hickory St",1 ,1 ,,?,"2306 W Hickory St,
                Denton,
                
TX
76201",?,?,?,?,?,?,?,?,?,"1,295"
234,dallas,3113 Lighthouse Dr,3 ,2 ,"1,641 ",?,"3113 Lighthouse Dr,
                Denton,
                
TX
76210",?,?,?,?,?,?,?,?,?,"2,160"
235,dallas,3713 Camino Real Trail,3 ,2.5 ,"1,601 ",?,"3713 Camino Real Trail,
                Denton,
                
TX
76208",?,?,?,?,?,?,?,?,?,"2,100"
236,dallas,1916 Cornell Ln,4 ,2 ,"2,111 ",?,"1916 Cornell Ln,
                Denton,
                
TX
76201",?,?,?,?,?,?,?,?,?,"2,400"
237,dallas,"3325 Bent Creek Dr, Denton",4 ,2 ,,?,"3325 Bent Creek Dr,
                Denton,
                
TX
76210",?,?,?,?,?,?,?,?,?,"2,125"
238,dallas,1420 Eufemia Dr,3 ,2 ,"2,069 ",?,"1420 Eufemia Dr,
                Denton,
                
TX
76207",?,?,?,?,?,?,?,?,?,"2,305"
239,dallas,1902 Spring Valley Dr,4 ,2 ,"2,000 ",?,"1902 Spring Valley Dr,
                Denton,
                
TX
76208",?,?,?,?,?,?,?,?,?,"2,200"
240,dallas,3316 Sunnydale Ln,3 ,1.5 ,"1,372 ",?,"3316 Sunnydale Ln,
                Denton,
                
TX
76209",?,?,?,?,?,?,?,?,?,"1,791"
241,dallas,1415 Margie,2 ,1 ,850 ,?,"1415 Margie St,
                Denton,
                
TX
76201",?,?,?,?,?,?,?,?,?,"1,250"
242,dallas,"4 br, 2.5 bath Duplex - Galante Townhomes ...",4 ,2.5 ,"1,800 ",?,"5504 Galante Ln,
                Denton,
                
TX
76208",?,?,?,?,?,?,?,?,?,"2,295"
243,dallas,Robson Ranch Home Adult Living,2 ,2 ,"2,080 ",?,"9137 Gardenia Dr,
                Denton,
                
TX
76207",?,?,?,?,?,?,?,?,?,"3,000"
244,dallas,2508 Timber Trail,3 ,2 ,"1,688 ",?,"2508 Timber Trail,
                Denton,
                
TX
76209",?,?,?,?,?,?,?,?,?,"1,955"
245,dallas,"3 br, 3 bath House - 2616 Arabian",3 ,3 ,"1,821 ",?,"2616 Arabian Ave,
                Denton,
                
TX
76210",?,?,?,?,?,?,?,?,?,"2,395"
246,dallas,"4 br, 2 bath House - 1907 Whippoorwill Ln",4 ,2 ,"1,672 ",?,"1907 Whippoorwill Ln,
                Denton,
                
TX
76205",?,?,?,?,?,?,?,?,?,"1,999"
247,dallas,Charming 3 bedroom home in Denton!,3 ,2 ,"1,591 ",?,"3325 Hummingbird Ln,
                Denton,
                
TX
76209",?,?,?,?,?,?,?,?,?,"1,890"
248,dallas,"3 br, 2 bath House - 1208 Tulane Drive",3 ,2 ,"1,830 ",?,"1208 Tulane Dr,
                Denton,
                
TX
76201",?,?,?,?,?,?,?,?,?,"1,850"
249,dallas,"Rent to Own Updated Home with $15,000 Down...",4 ,2 ,"2,272 ",?,"3532 Mustang Dr,
                Denton,
                
TX
76210",0,0,0,0,0,0,0,0,0,"2,450"
250,dallas,1102 Savage Dr,3 ,2 ,"1,368 ",?,"1102 Savage Dr,
                Denton,
                
TX
76207",?,?,?,?,?,?,?,?,?,"1,970"
251,dallas,"3 br, 2 bath House - 408 Mimosa Dr",3 ,2 ,"2,100 ",?,"408 Mimosa Dr,
                Denton,
                
TX
76201",?,?,?,?,?,?,?,?,?,"2,500"
252,dallas,5301 Tartan Cir,3 ,2 ,"1,568 ",?,"5301 Tartan Cir,
                Denton,
                
TX
76208",?,?,?,?,?,?,?,?,?,"2,400"
253,dallas,405 Hogan Dr,4 ,2 ,"1,785 ",?,"405 Hogan Dr,
                Denton,
                
TX
76210",?,?,?,?,?,?,?,?,?,"2,800"
254,dallas,312 Foxwood Cir,3 ,2 ,"1,270 ",?,"312 Foxwood Cir,
                Denton,
                
TX
76207",?,?,?,?,?,?,?,?,?,"2,020"
255,dallas,"3 br, 2 bath House - 1917 Fordham Lane",3 ,2 ,"1,700 ",?,"1917 Fordham Ln,
                Denton,
                
TX
76201",?,?,?,?,?,?,?,?,?,"1,850"
256,dallas,3616 Doris Dr,4 ,3 ,"2,337 ",?,"3616 Doris Dr,
                Denton,
                
TX
76207",?,?,?,?,?,?,?,?,?,"2,475"
257,dallas,3908 Windy Point Dr,3 ,2 ,"1,847 ",?,"3908 Windy Point Dr,
                Denton,
                
TX
76208",?,?,?,?,?,?,?,?,?,"2,695"
258,dallas,612 London place,1 ,1 ,550 ,?,"612 Londonderry Ln,
                Denton,
                
TX
76205",?,?,?,?,?,?,?,?,?,999
259,dallas,3608 Marianne Cir,6 ,3 ,"2,737 ",?,"3608 Marianne Cir,
                Denton,
                
TX
76209",?,?,?,?,?,?,?,?,?,"3,200"
260,dallas,1 bedroom in Denton TX 76208,1 ,1 ,625 ,?,"1267 Mingo Rd,
                Denton,
                
TX
76209",?,?,?,?,?,?,?,?,?,863
261,dallas,1 bedroom in Denton TX 76201,1 ,1 ,647 ,?,"2400 Crescent St,
                Denton,
                
TX
76201",?,?,?,?,?,?,?,?,?,851
262,dallas,1 bedroom in Denton TX 76210,1 ,1 ,634 ,?,"1267 Hickory Creek Rd,
                Denton,
                
TX
76210",?,?,?,?,?,?,?,?,?,879
263,dallas,1 bedroom in Denton TX 76209,1 ,1 ,648 ,?,"1601 N Loop 288,
                Denton,
                
TX
76209",?,?,?,?,?,?,?,?,?,845
264,dallas,1 bedroom in Denton TX 76208,1 ,1 ,659 ,?,"1897 S Mayhill Rd,
                Denton,
                
TX
76208",?,?,?,?,?,?,?,?,?,864
265,dallas,"3 br, 2 bath House - 5929 Thoroughbred Dr",3 ,2 ,"1,647 ",?,"5929 Thoroughbred Trail,
                Denton,
                
TX
76210",?,?,?,?,?,?,?,?,?,"2,200"
266,dallas,Loft on Louise,1 ,1 ,534 ,?,"2504 Louise St,
                Denton,
                
TX
76201",0,0,0,0,0,0,0,1,0,"1,045"
267,dallas,Heritage Heights Townhomes,1 ,1 ,"850 - 1,300 ",4.0,"1738 Teasley Ln,
                Denton,
                
TX
76205",1,0,0,0,0,0,0,0,0,"1,420 - 1,790"
268,dallas,Classic Oaks Apartments,2 ,2 ,840 ,?,"2515-2519 W Prairie St,
                Denton,
                
TX
76201",1,0,0,0,0,0,1,0,0,"1,250"
269,dallas,1000 W Prairie St,1 ,1 ,610 ,?,"1000 W Prairie St,
                Denton,
                
TX
76201",0,0,0,0,0,0,1,0,0,975
270,dallas,The Oasis Apartments,2 ,1 ,744 ,2.9,"2415-2417 Charlotte St,
                Denton,
                
TX
76201",0,0,0,0,1,0,0,1,1,"1,055 - 1,085"
271,dallas,The Renaissance,1 ,1 ,480 - 580 ,?,"1418 W Oak St,
                Denton,
                
TX
76201",0,0,0,0,0,0,0,0,0,"900 - 1,000"
272,dallas,Haleigh Village I & II,Studio ,1 ,440 ,?,"200 Hann St,
                Denton,
                
TX
76201",1,0,0,0,0,0,0,0,0,775
273,dallas,"3 br, 2 bath House - 3109 Buckthorn Ln",3 ,2 ,"1,562 ",?,"3109 Buckthorn Ln,
                Argyle,
                
TX
76226",?,?,?,?,?,?,?,?,?,"2,250"
274,dallas,4108 Sonoma Dr,3 ,2 ,"1,768 ",?,"4108 Sonoma Dr,
                Argyle,
                
TX
76226",?,?,?,?,?,?,?,?,?,"2,220"
275,dallas,East Quarter Residences,Studio - 3 ,1 - 2 ,"553 - 2,860 ",?,"300 Pearl St,
                Dallas,
                
TX
75201",1,1,1,0,0,0,0,0,0,"2,015 - 19,400"
276,dallas,The Beckley on Trinity | BRAND-NEW LUXURY ...,Studio - 2 ,1 - 2 ,"495 - 1,255 ",,"111 Morgan Ave,
                Dallas,
                
TX
75203",1,1,1,0,0,1,1,0,0,"1,275 - 2,915"
277,dallas,Dallas Urby,Studio - 2 ,1 - 2 ,500 - 915 ,5.0,"1930 Hi Line Dr,
                Dallas,
                
TX
75207",1,1,1,0,0,0,1,0,0,"1,800 - 4,175"
278,dallas,Preston Heights Apartments,2 ,2 ,"1,101 - 1,305 ",4.8,"6606 Mapleshade Ln,
                Dallas,
                
TX
75252",0,1,1,0,0,1,0,1,0,"1,834 - 2,570"
279,dallas,The National Residences,1 - 2 ,1 - 2 ,"639 - 1,878 ",4.8,"1401 Elm St,
                Dallas,
                
TX
75202",1,1,1,0,0,0,1,0,1,"2,505 - 7,950"
280,dallas,AMLI Fountain Place,1 - 3 ,1 - 2 ,"645 - 2,623 ",4.9,"1800 N Field St,
                Dallas,
                
TX
75202",1,1,1,0,0,1,1,1,1,"2,301 - 6,852"
281,dallas,Bandera at Preston Hollow,1 - 2 ,1 - 2.5 ,"832 - 1,859 ",4.8,"6848 Bandera Ave,
                Dallas,
                
TX
75225",0,1,1,0,0,0,1,1,0,"1,836 - 4,391"
282,dallas,Modera Katy Trail,1 - 3 ,1 - 3.5 ,"793 - 1,875 ",4.0,"5350 McKinney Ave,
                Dallas,
                
TX
75205",1,1,1,0,1,1,1,0,1,"2,277 - 6,124"
283,dallas,Layers Galleria,1 - 2 ,1 - 2 ,"646 - 1,189 ",4.5,"13301 Galleria Pl,
                Dallas,
                
TX
75244",1,1,0,0,1,1,1,1,0,"1,530 - 2,355"
284,dallas,Jewel on Landmark,1 - 2 ,1 - 2 ,"508 - 1,626 ",3.7,"14650 Landmark Blvd,
                Dallas,
                
TX
75254",1,1,1,0,0,1,1,0,1,"1,555 - 2,440"
285,dallas,Luxia Gallery House South,Studio - 2 ,1 - 2 ,"532 - 1,727 ",?,"14155 Dallas Pky,
                Dallas,
                
TX
75254",1,1,1,0,0,0,0,0,0,"1,304 - 3,264"
286,dallas,The Briscoe,1 - 3 ,1 - 2 ,"663 - 1,462 ",3.7,"12639 Coit Rd,
                Dallas,
                
TX
75251",1,1,1,0,0,1,1,0,1,"1,459 - 2,945"
287,dallas,Dunhill Apartments,Studio - 2 ,1 - 2 ,"665 - 1,671 ",4.4,"1900 Hi Line Dr,
                Dallas,
                
TX
75207",1,1,1,0,0,1,1,1,1,"1,399 - 2,486"
288,dallas,The Kontour at Kessler Park,1 - 3 ,1 - 2.5 ,"627 - 1,582 ",4.1,"1306 N Plymouth Rd,
                Dallas,
                
TX
75208",1,1,1,0,1,1,1,0,1,"1,460 - 3,035"
289,dallas,Interurban Building,1 - 3 ,1 - 3 ,"482 - 2,071 ",4.2,"1500 Jackson St,
                Dallas,
                
TX
75201",1,1,1,1,1,0,1,1,0,"1,495 - 3,550"
290,dallas,The Austin at Trinity Green,Studio - 2 ,1 - 2 ,"504 - 1,523 ",?,"1212 Singleton Blvd,
                Dallas,
                
TX
75212",1,1,1,0,0,1,1,1,1,"1,230 - 2,480"
291,dallas,7900 at Park Central,1 - 3 ,1 - 3 ,"708 - 1,479 ",4.8,"7900 Churchill Way,
                Dallas,
                
TX
75251",1,1,1,1,1,0,1,1,1,"1,172 - 2,403"
292,dallas,The Langford by ARIUM,1 - 2 ,1 - 2 ,"451 - 1,154 ",3.7,"200 W Commerce St,
                Dallas,
                
TX
75208",0,1,1,0,0,0,1,0,0,"1,180 - 3,100"
293,dallas,Lavera at Lake Highlands,Studio - 3 ,1 - 2.5 ,"484 - 1,389 ",3.8,"9842 Audelia Rd,
                Dallas,
                
TX
75238",1,1,1,0,1,1,1,1,1,"1,374 - 2,206"
294,dallas,The Hampton on Jupiter,1 - 2 ,1 - 2 ,"500 - 1,000 ",3.9,"12800 Jupiter Rd,
                Dallas,
                
TX
75238",1,1,1,0,0,1,1,1,0,"996 - 1,834"
295,dallas,The Blake,1 - 2 ,1 - 2 ,"571 - 1,084 ",3.9,"9669 Forest Ln,
                Dallas,
                
TX
75243",0,0,0,0,0,1,1,0,0,"772 - 1,665"
